Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare
2023,2,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",2400,858,365.59
2023,2,34492,33195,"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",587,837,157.08
2023,2,34492,33570,"Raleigh/Durham, NC","San Diego, CA",2193,385,338.68
2023,2,34492,34614,"Raleigh/Durham, NC","Salt Lake City, UT",1823,290,360.34
2023,2,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",2449,233,359.48
2023,2,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",731,391,148.53
2023,2,34570,30559,"Reno, NV","Seattle, WA",564,438,202.08
2023,2,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",192,268,206.44
2023,2,34570,33570,"Reno, NV","San Diego, CA",488,404,209.3
2023,2,34576,30852,"Rochester, NY","Washington, DC (Metropolitan Area)",296,281,205.47
2023,2,34576,33195,"Rochester, NY","Tampa, FL (Metropolitan Area)",1079,245,200.01
2023,2,34614,30559,"Salt Lake City, UT","Seattle, WA",689,1240,235.71
2023,2,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",1865,1112,391.46
2023,2,34614,31123,"Salt Lake City, UT","St. Louis, MO",1156,325,282.74
2023,2,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",599,1715,198.42
2023,2,34614,33195,"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",1888,311,325.59
2023,2,34614,33214,"Salt Lake City, UT","San Antonio, TX",1087,333,291.86
2023,2,34614,33570,"Salt Lake City, UT","San Diego, CA",626,994,216.15
2023,4,34685,30852,"Savannah, GA","Washington, DC (Metropolitan Area)",549,549,217.43
2023,2,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",493,556,220.55
2023,4,35412,34761,"Knoxville, TN","Sanford, FL",511,309,93.24
2023,4,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",493,514,222.82
2023,4,34489,30559,"Bend/Redmond, OR","Seattle, WA",228,222,171.21
2023,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",751,366,185.77
2023,4,34492,30559,"Raleigh/Durham, NC","Seattle, WA",2354,488,329.79
2023,4,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",255,1058,189.95
2023,4,34492,31123,"Raleigh/Durham, NC","St. Louis, MO",667,304,236.76
2023,4,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",2400,769,350.17
2023,4,34100,34027,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",951,802,244.58
2023,4,34492,33570,"Raleigh/Durham, NC","San Diego, CA",2193,335,366.76
2023,4,34492,34614,"Raleigh/Durham, NC","Salt Lake City, UT",1823,276,356.41
2023,4,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",2449,225,308.48
2023,4,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",731,338,149.38
2023,4,34570,30559,"Reno, NV","Seattle, WA",564,383,187.73
2023,4,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",192,335,180.29
2023,4,34570,33570,"Reno, NV","San Diego, CA",488,367,223.21
2023,4,34262,34057,"Palm Springs, CA","Portland, OR",873,402,222.32
2023,4,34614,30559,"Salt Lake City, UT","Seattle, WA",689,1075,209.8
2023,4,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",1865,982,365.85
2023,4,34614,31123,"Salt Lake City, UT","St. Louis, MO",1156,271,282.83
2023,4,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",599,1566,193.95
2023,4,34614,33195,"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",1888,294,340.74
2023,4,34614,33214,"Salt Lake City, UT","San Antonio, TX",1087,347,261.9
2023,4,34614,33570,"Salt Lake City, UT","San Diego, CA",626,882,224.84
2023,4,34492,33195,"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",587,732,166.39
2023,4,34986,30852,"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",880,735,202.4
2023,4,35096,30852,"Syracuse, NY","Washington, DC (Metropolitan Area)",298,301,211.08
2023,4,35096,33195,"Syracuse, NY","Tampa, FL (Metropolitan Area)",1111,334,146.64
2023,4,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",464,339,227.32
2023,4,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",684,420,248.08
2023,4,35412,32467,"Knoxville, TN","Miami, FL (Metropolitan Area)",724,347,180.17
2023,2,30599,31454,"Birmingham, AL","Orlando, FL",479,433,192.81
2022,2,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",624,241,273.52
2022,2,30325,34492,"Denver, CO","Raleigh/Durham, NC",1436,837,278.61
2022,2,30325,34524,"Denver, CO","Richmond, VA",1482,297,337.27
2022,2,30325,34570,"Denver, CO","Reno, NV",804,406,231.08
2022,2,30325,34614,"Denver, CO","Salt Lake City, UT",391,1462,149.5
2022,2,30325,34653,"Denver, CO","Tulsa, OK",541,346,202.72
2022,2,30325,34685,"Denver, CO","Savannah, GA",1414,223,325.65
2022,2,30325,34689,"Denver, CO","Santa Barbara, CA",916,294,217.96
2022,2,30325,35412,"Denver, CO","Knoxville, TN",1162,277,235.48
2022,1,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",1670,1166,234.27
2022,1,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,646,189.33
2022,1,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,1149,186.16
2022,1,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,2400,208.82
2022,1,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,791,180.94
2022,1,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",918,420,238.83
2022,2,30325,34100,"Denver, CO","Philadelphia, PA",1558,1289,311.12
2022,2,30325,34262,"Denver, CO","Palm Springs, CA",776,259,228.04
2022,1,30189,30466,"Colorado Springs, CO","Phoenix, AZ",551,428,128.75
2022,1,30189,32211,"Colorado Springs, CO","Las Vegas, NV",604,377,118.1
2022,1,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,225,188.15
2022,1,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",1067,402,240.05
2022,1,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",651,2730,166.64
2022,1,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",824,219,273.73
2022,1,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",879,2253,219.23
2022,1,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",1471,186,270.11
2022,1,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,333,203.1
2022,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,693,167.82
2022,1,30140,33570,"Albuquerque, NM","San Diego, CA",628,199,186.61
2022,1,30140,34057,"Albuquerque, NM","Portland, OR",1111,165,194.64
2022,1,30158,31454,"Atlantic City, NJ","Orlando, FL",852,346,95.59
2022,1,30158,31714,"Atlantic City, NJ","Fort Myers, FL",982,243,104.39
2022,1,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",998,206,103.59
2022,1,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",602,334,166.16
2022,4,34057,34570,"Portland, OR","Reno, NV",444,210,211.08
2022,4,34057,34614,"Portland, OR","Salt Lake City, UT",630,644,227.21
2022,4,34100,30198,"Philadelphia, PA","Pittsburgh, PA",268,228,295.13
2022,4,34100,30466,"Philadelphia, PA","Phoenix, AZ",2075,1152,362.66
2022,4,34100,30559,"Philadelphia, PA","Seattle, WA",2378,531,364.57
2022,4,34100,31123,"Philadelphia, PA","St. Louis, MO",814,402,256.6
2022,4,34100,32457,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1177,390.09
2022,4,34100,33195,"Philadelphia, PA","Tampa, FL (Metropolitan Area)",920,1501,218.36
2022,4,35096,33195,"Syracuse, NY","Tampa, FL (Metropolitan Area)",1111,276,182.2
2022,4,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",464,263,256.96
2022,4,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",665,373,261.69
2022,4,35412,32467,"Knoxville, TN","Miami, FL (Metropolitan Area)",724,344,211.61
2022,4,35412,33195,"Knoxville, TN","Tampa, FL (Metropolitan Area)",550,297,139.76
2022,4,35412,34761,"Knoxville, TN","Sanford, FL",511,304,107.38
2022,4,34057,33195,"Portland, OR","Tampa, FL (Metropolitan Area)",2497,208,367.73
2022,4,34057,33570,"Portland, OR","San Diego, CA",933,1156,221.52
2022,4,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",599,1705,186.26
2022,4,34614,33195,"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",1888,297,360.95
2022,4,34614,33214,"Salt Lake City, UT","San Antonio, TX",1087,306,288.28
2022,4,34614,33570,"Salt Lake City, UT","San Diego, CA",626,1030,218.65
2022,4,34685,30852,"Savannah, GA","Washington, DC (Metropolitan Area)",549,557,196.59
2022,4,34689,30559,"Santa Barbara, CA","Seattle, WA",908,210,228.87
2022,4,34986,30852,"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",880,715,206.9
2022,4,35096,30852,"Syracuse, NY","Washington, DC (Metropolitan Area)",298,284,192.47
2022,4,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",192,363,167.12
2022,4,34570,33570,"Reno, NV","San Diego, CA",488,392,177.62
2022,4,34576,30852,"Rochester, NY","Washington, DC (Metropolitan Area)",296,302,179.92
2022,4,34576,33195,"Rochester, NY","Tampa, FL (Metropolitan Area)",1079,220,195.03
2022,4,34614,30559,"Salt Lake City, UT","Seattle, WA",689,1050,219.07
2022,4,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",1865,894,381.58
2022,4,34614,31123,"Salt Lake City, UT","St. Louis, MO",1156,275,293.28
2022,4,34614,31884,"Salt Lake City, UT","Spokane, WA",546,246,233.01
2022,4,33495,31454,"New Orleans, LA","Orlando, FL",551,990,171.47
2022,4,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",1218,2418,238.9
2022,4,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",1911,778,349.23
2022,4,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",488,579,151.47
2022,4,33495,33214,"New Orleans, LA","San Antonio, TX",494,252,195.23
2022,4,33495,33570,"New Orleans, LA","San Diego, CA",1599,311,298.81
2022,4,33495,34100,"New Orleans, LA","Philadelphia, PA",1089,625,238.92
2022,4,33495,34492,"New Orleans, LA","Raleigh/Durham, NC",779,238,261.28
2022,4,34492,33195,"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",587,711,196.7
2022,4,34492,33214,"Raleigh/Durham, NC","San Antonio, TX",1224,222,279.43
2022,4,34492,33570,"Raleigh/Durham, NC","San Diego, CA",2193,309,388.14
2022,4,34492,34614,"Raleigh/Durham, NC","Salt Lake City, UT",1823,265,383.09
2022,4,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",2449,212,335.92
2022,4,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",731,266,179.35
2022,4,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",998,1687,229.9
2022,4,33495,31123,"New Orleans, LA","St. Louis, MO",604,286,213.11
2022,4,34262,34057,"Palm Springs, CA","Portland, OR",873,396,237.52
2022,4,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",493,490,200.28
2022,4,34489,30559,"Bend/Redmond, OR","Seattle, WA",228,225,175.59
2022,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",751,293,228.33
2022,4,34492,30559,"Raleigh/Durham, NC","Seattle, WA",2354,472,353.4
2022,4,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",255,909,194.29
2022,4,34492,31123,"Raleigh/Durham, NC","St. Louis, MO",667,286,233.21
2022,4,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",2400,687,399.04
2022,4,34100,33214,"Philadelphia, PA","San Antonio, TX",1496,276,294.52
2022,4,34100,33570,"Philadelphia, PA","San Diego, CA",2370,639,404.28
2022,4,34100,34027,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",951,857,237.79
2022,4,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",337,568,221.43
2022,4,34100,34614,"Philadelphia, PA","Salt Lake City, UT",1927,306,408.89
2022,4,34262,30559,"Palm Springs, CA","Seattle, WA",987,820,241.68
2022,4,34262,32457,"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",421,967,176.83
2022,4,34262,33192,"Palm Springs, CA","Sacramento, CA",439,236,154.82
2022,4,33198,34492,"Kansas City, MO","Raleigh/Durham, NC",904,206,243.0
2022,4,33198,34614,"Kansas City, MO","Salt Lake City, UT",920,286,291.0
2022,4,33214,30559,"San Antonio, TX","Seattle, WA",1774,424,306.52
2022,4,33214,30852,"San Antonio, TX","Washington, DC (Metropolitan Area)",1407,1068,295.4
2022,4,33214,31123,"San Antonio, TX","St. Louis, MO",786,230,236.58
2022,4,33214,32457,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",1482,502,278.17
2022,4,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",972,339,264.84
2022,4,33214,33570,"San Antonio, TX","San Diego, CA",1129,354,265.69
2022,4,34004,32211,"Everett, WA","Las Vegas, NV",894,241,199.92
2022,4,34057,30559,"Portland, OR","Seattle, WA",129,406,196.13
2022,4,34057,30852,"Portland, OR","Washington, DC (Metropolitan Area)",2358,671,389.36
2022,4,34057,31884,"Portland, OR","Spokane, WA",279,321,182.38
2022,4,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",569,2831,175.47
2022,4,34057,33192,"Portland, OR","Sacramento, CA",479,780,174.89
2022,4,33198,34057,"Kansas City, MO","Portland, OR",1482,227,289.63
2022,4,33198,34100,"Kansas City, MO","Philadelphia, PA",1038,276,301.48
2022,4,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",722,220,200.12
2022,4,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",2330,298,385.83
2022,4,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",846,300,286.81
2022,4,33851,30466,"Oklahoma City, OK","Phoenix, AZ",833,320,257.44
2022,4,33851,30559,"Oklahoma City, OK","Seattle, WA",1519,238,272.66
2022,4,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",1180,409,263.13
2022,4,33851,31454,"Oklahoma City, OK","Orlando, FL",1069,295,285.88
2022,4,34004,30466,"Everett, WA","Phoenix, AZ",1133,301,247.71
2022,4,33495,34614,"New Orleans, LA","Salt Lake City, UT",1428,241,317.64
2022,4,33570,30559,"San Diego, CA","Seattle, WA",1050,2465,201.74
2022,4,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",2295,1648,368.49
2022,4,33570,31123,"San Diego, CA","St. Louis, MO",1557,362,319.1
2022,4,33570,31884,"San Diego, CA","Spokane, WA",1027,366,195.96
2022,4,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",447,6284,134.35
2022,4,33570,33195,"San Diego, CA","Tampa, FL (Metropolitan Area)",2087,310,385.03
2022,4,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",662,457,177.69
2022,4,33105,31714,"Cincinnati, OH","Fort Myers, FL",879,374,191.4
2022,4,33105,32211,"Cincinnati, OH","Las Vegas, NV",1678,740,225.64
2022,4,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2036,319,370.68
2022,4,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",948,817,226.28
2022,4,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,666,334.66
2022,4,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",776,750,170.88
2022,4,33105,34100,"Cincinnati, OH","Philadelphia, PA",507,291,261.4
2022,4,33105,34614,"Cincinnati, OH","Salt Lake City, UT",1450,233,350.37
2022,4,33342,31454,"Milwaukee, WI","Orlando, FL",1066,1090,175.87
2022,4,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",777,858,236.58
2022,4,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",1075,334,258.04
2022,4,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",819,391,297.29
2022,4,33495,30466,"New Orleans, LA","Phoenix, AZ",1300,448,305.12
2022,4,33495,30559,"New Orleans, LA","Seattle, WA",2086,433,345.06
2022,4,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",596,284,280.06
2022,4,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",626,1223,244.04
2022,4,33316,30852,"Omaha, NE","Washington, DC (Metropolitan Area)",1025,395,232.64
2022,4,33316,31454,"Omaha, NE","Orlando, FL",1211,360,253.0
2022,4,33316,32457,"Omaha, NE","San Francisco, CA (Metropolitan Area)",1433,269,270.01
2022,4,33316,33195,"Omaha, NE","Tampa, FL (Metropolitan Area)",1190,219,228.86
2022,4,33342,30466,"Milwaukee, WI","Phoenix, AZ",1460,613,297.89
2022,4,33342,30559,"Milwaukee, WI","Seattle, WA",1694,251,302.85
2022,4,33342,30693,"Milwaukee, WI","Nashville, TN",475,267,184.38
2022,4,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",641,609,194.66
2022,4,33244,30466,"Memphis, TN","Phoenix, AZ",1264,244,290.57
2022,4,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",787,463,282.03
2022,4,33244,31454,"Memphis, TN","Orlando, FL",684,534,188.31
2022,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",1002,660,282.28
2022,4,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",859,324,275.39
2022,4,33264,30559,"Medford, OR","Seattle, WA",352,212,149.23
2022,4,33316,30466,"Omaha, NE","Phoenix, AZ",1037,677,233.05
2022,4,33316,30559,"Omaha, NE","Seattle, WA",1368,242,266.61
2022,4,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",1619,550,267.06
2022,4,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",659,316,210.92
2022,4,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",1330,460,255.92
2022,4,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",1756,356,333.04
2022,4,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",1670,1433,286.81
2022,4,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2371,337,404.02
2022,4,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",1187,462,316.39
2022,4,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,3923,218.69
2022,4,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",1499,506,305.69
2022,4,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",1251,510,285.25
2022,4,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,1162,231.21
2022,4,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",1048,438,242.63
2022,4,33198,33495,"Kansas City, MO","New Orleans, LA",689,263,227.3
2022,4,33198,33570,"Kansas City, MO","San Diego, CA",1334,350,293.25
2022,4,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2158,1218,345.19
2022,4,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",1211,1118,253.24
2022,4,33198,30466,"Kansas City, MO","Phoenix, AZ",1044,860,252.58
2022,4,33198,30559,"Kansas City, MO","Seattle, WA",1489,487,275.43
2022,4,33198,30693,"Kansas City, MO","Nashville, TN",491,385,198.35
2022,4,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",967,1001,219.94
2022,4,33198,31454,"Kansas City, MO","Orlando, FL",1072,1003,212.24
2022,4,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",393,281,280.37
2022,4,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,1305,198.54
2022,4,33198,32211,"Kansas City, MO","Las Vegas, NV",1139,912,193.4
2022,4,33105,34761,"Cincinnati, OH","Sanford, FL",735,222,105.78
2022,4,33105,34986,"Cincinnati, OH","Sarasota/Bradenton, FL",812,218,156.5
2022,4,33192,30559,"Sacramento, CA","Seattle, WA",605,1292,168.57
2022,4,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",2395,486,369.19
2022,4,33192,31884,"Sacramento, CA","Spokane, WA",649,233,197.09
2022,4,33192,33570,"Sacramento, CA","San Diego, CA",480,2540,108.57
2022,4,33192,34614,"Sacramento, CA","Salt Lake City, UT",532,476,203.5
2022,4,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",842,2638,212.44
2022,4,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",204,758,184.97
2022,4,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",1145,527,347.22
2022,4,32467,33342,"Miami, FL (Metropolitan Area)","Milwaukee, WI",1258,262,258.51
2022,4,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",675,1078,168.16
2022,4,32467,33570,"Miami, FL (Metropolitan Area)","San Diego, CA",2269,757,356.26
2022,4,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",812,330,256.51
2022,4,32467,33728,"Miami, FL (Metropolitan Area)","Pensacola, FL",530,231,231.85
2022,4,32467,33933,"Miami, FL (Metropolitan Area)","Worcester, MA",1232,228,155.02
2022,4,33105,30325,"Cincinnati, OH","Denver, CO",1069,808,179.1
2022,4,33105,30466,"Cincinnati, OH","Phoenix, AZ",1569,503,263.54
2022,4,33105,30559,"Cincinnati, OH","Seattle, WA",1965,334,289.3
2022,4,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",430,747,184.72
2022,4,33105,31453,"Cincinnati, OH","Houston, TX",886,357,242.9
2022,4,33105,31454,"Cincinnati, OH","Orlando, FL",757,1023,186.86
2022,4,32467,32457,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2585,1910,405.17
2022,4,32467,33192,"Miami, FL (Metropolitan Area)","Sacramento, CA",2552,214,388.03
2022,4,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",1100,223,302.73
2022,4,32898,31454,"Latrobe, PA","Orlando, FL",823,206,93.96
2022,4,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",495,540,201.31
2022,4,33044,31454,"Louisville, KY","Orlando, FL",719,546,178.1
2022,4,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",699,587,259.4
2022,4,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",910,319,267.67
2022,4,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",729,403,180.63
2022,4,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",812,495,288.63
2022,4,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,1953,387.14
2022,4,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",433,506,160.71
2022,4,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,988,387.72
2022,4,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2305,313,379.83
2022,4,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,1307,136.42
2022,4,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,4018,188.07
2022,4,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,398,265.12
2022,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",2152,211,431.93
2022,4,32337,31454,"Indianapolis, IN","Orlando, FL",829,1367,195.44
2022,4,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",503,314,309.64
2022,4,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",701,1513,241.71
2022,4,32337,32211,"Indianapolis, IN","Las Vegas, NV",1590,942,229.18
2022,4,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",1943,514,356.55
2022,4,32337,32467,"Indianapolis, IN","Miami, FL (Metropolitan Area)",1020,902,224.09
2022,4,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",1814,802,355.0
2022,4,32337,33195,"Indianapolis, IN","Tampa, FL (Metropolitan Area)",840,835,179.43
2022,4,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,12888,444.42
2022,4,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",962,771,233.59
2022,4,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,17314,144.79
2022,4,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2343,4319,356.62
2022,4,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",1843,371,304.35
2022,4,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",404,5134,147.44
2022,4,32337,30559,"Indianapolis, IN","Seattle, WA",1866,307,325.77
2022,4,32337,30852,"Indianapolis, IN","Washington, DC (Metropolitan Area)",516,919,226.05
2022,4,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",453,703,182.09
2022,4,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,5902,152.43
2022,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,7182,220.18
2022,4,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",1797,2176,296.96
2022,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2329,4870,361.62
2022,4,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",1592,993,312.81
2022,4,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,2842,306.72
2022,4,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1956,285.02
2022,4,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",2700,332,384.61
2022,4,32467,34100,"Miami, FL (Metropolitan Area)","Philadelphia, PA",1013,2892,199.97
2022,4,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",700,1422,197.54
2022,4,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",825,637,176.19
2022,4,32467,34614,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",2088,775,344.43
2022,4,32467,35096,"Miami, FL (Metropolitan Area)","Syracuse, NY",1217,241,225.37
2022,4,32467,35249,"Miami, FL (Metropolitan Area)","Tallahassee, FL",402,261,253.97
2022,4,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",2136,695,321.16
2022,4,32211,31650,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,2189,197.71
2022,4,32211,31703,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4297,326.56
2022,4,32211,31884,"Las Vegas, NV","Spokane, WA",806,470,189.9
2022,4,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5972,145.76
