Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare
2024,2,30325,31295,"Denver, CO","Detroit, MI",1123,1261,224.95
2024,2,30257,30977,"Albany, NY","Chicago, IL",723,381,244.08
2024,2,30325,31453,"Denver, CO","Houston, TX",883,2580,205.49
2024,2,30325,31454,"Denver, CO","Orlando, FL",1546,2298,219.78
2024,2,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",680,2458,141.23
2024,2,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",1659,4523,260.39
2024,2,30325,31714,"Denver, CO","Fort Myers, FL",1607,495,269.5
2024,2,30325,31884,"Denver, CO","Spokane, WA",836,366,240.43
2024,2,30325,31986,"Denver, CO","Grand Rapids, MI",1015,520,216.38
2024,2,30325,30529,"Denver, CO","Hartford, CT",1671,435,301.37
2024,2,30325,32337,"Denver, CO","Indianapolis, IN",977,1045,207.96
2024,2,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",967,3534,223.63
2024,2,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1900,244.21
2024,2,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",862,5859,188.27
2024,2,30325,32600,"Denver, CO","Little Rock, AR",771,251,206.15
2024,2,30325,33044,"Denver, CO","Louisville, KY",1024,329,268.36
2024,2,30325,33192,"Denver, CO","Sacramento, CA",909,1065,210.3
2024,2,30325,31423,"Denver, CO","Des Moines, IA",589,412,180.49
2024,2,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",733,497,271.74
2024,2,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",319,411,210.51
2024,2,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",1442,858,299.6
2024,2,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",929,1834,210.74
2024,2,30194,33198,"Dallas/Fort Worth, TX","Kansas City, MO",461,1300,195.41
2024,2,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",247,1123,219.51
2024,2,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",431,644,209.07
2024,2,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",931,373,252.32
2024,2,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",853,628,246.33
2024,2,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",447,1422,174.78
2024,2,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",1182,1943,242.78
2024,2,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",1212,428,290.03
2024,2,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",604,455,209.48
2024,2,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",1102,329,350.21
2024,2,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",1626,1092,257.41
2024,2,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",293,431,188.85
2024,2,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1061,1199,253.45
2024,2,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",1158,378,338.92
2024,2,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",1356,338,303.71
2024,2,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",999,1625,228.48
2024,2,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",238,279,210.48
2024,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",925,409,267.71
2024,2,30198,30559,"Pittsburgh, PA","Seattle, WA",2125,409,298.96
2024,2,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",586,581,229.4
2024,2,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",2254,581,324.82
2024,2,30198,33195,"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",878,925,169.37
2024,2,30198,33570,"Pittsburgh, PA","San Diego, CA",2106,271,262.39
2024,2,30198,34492,"Pittsburgh, PA","Raleigh/Durham, NC",328,254,190.51
2024,2,30198,34986,"Pittsburgh, PA","Sarasota/Bradenton, FL",912,318,166.48
2024,2,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",641,470,299.9
2024,2,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",325,403,229.79
2024,2,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",1303,1750,286.09
2024,2,30189,32211,"Colorado Springs, CO","Las Vegas, NV",604,373,165.94
2024,2,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,428,195.87
2024,2,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",1067,753,260.59
2024,2,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",651,3548,180.69
2024,2,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",824,313,299.08
2024,2,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",879,2906,225.78
2024,2,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",1471,345,376.64
2024,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",677,1008,215.27
2024,2,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,914,211.53
2024,2,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,1971,195.37
2024,2,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,4589,252.89
2024,2,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,1248,217.45
2024,2,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",918,721,243.26
2024,2,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",986,1633,241.63
2024,2,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",624,276,274.54
2024,2,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",1503,273,327.01
2024,2,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",985,3441,207.17
2024,2,30194,31481,"Dallas/Fort Worth, TX","Panama City, FL",685,536,232.8
2024,2,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",641,408,250.8
2024,2,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1707,212.15
2024,2,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,6570,256.1
2024,2,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",1017,444,271.82
2024,2,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",862,305,314.07
2024,2,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",1670,2393,289.25
2024,2,30194,32206,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",461,257,199.92
2024,2,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,3366,224.79
2024,2,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",761,1068,215.7
2024,2,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,3350,268.54
2024,2,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,3196,219.29
2024,2,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,7015,253.01
2024,2,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",304,296,213.32
2024,2,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",247,2288,166.07
2024,1,35096,30852,"Syracuse, NY","Washington, DC (Metropolitan Area)",298,237,209.39
2024,1,35096,33195,"Syracuse, NY","Tampa, FL (Metropolitan Area)",1111,364,165.53
2024,1,35356,34027,"Trenton, NJ","West Palm Beach/Palm Beach, FL",985,241,107.26
2024,1,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",464,267,243.72
2024,1,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",665,319,249.9
2024,1,35412,32467,"Knoxville, TN","Miami, FL (Metropolitan Area)",724,347,185.12
2024,1,35412,33195,"Knoxville, TN","Tampa, FL (Metropolitan Area)",550,235,152.57
2024,1,34614,31123,"Salt Lake City, UT","St. Louis, MO",1156,292,300.28
2024,2,30135,33195,"Allentown/Bethlehem/Easton, PA","Tampa, FL (Metropolitan Area)",970,251,107.64
2024,2,30135,34761,"Allentown/Bethlehem/Easton, PA","Sanford, FL",882,425,89.16
2024,2,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",580,622,237.97
2024,2,30140,30325,"Albuquerque, NM","Denver, CO",349,511,172.58
2024,2,30140,30397,"Albuquerque, NM","Atlanta, GA (Metropolitan Area)",1269,253,315.65
2024,2,30140,30423,"Albuquerque, NM","Austin, TX",619,318,210.55
2024,2,30140,30466,"Albuquerque, NM","Phoenix, AZ",328,755,178.41
2024,1,34986,31123,"Sarasota/Bradenton, FL","St. Louis, MO",903,206,211.11
2024,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",1670,542,340.34
2024,2,30140,30977,"Albuquerque, NM","Chicago, IL",1121,372,272.19
2024,2,30140,31453,"Albuquerque, NM","Houston, TX",759,429,252.96
2024,2,30140,31454,"Albuquerque, NM","Orlando, FL",1553,269,254.89
2024,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,499,298.39
2024,2,30140,32211,"Albuquerque, NM","Las Vegas, NV",486,693,163.12
2024,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",896,572,242.08
2024,1,35412,34761,"Knoxville, TN","Sanford, FL",511,230,94.29
2024,2,30140,33570,"Albuquerque, NM","San Diego, CA",628,319,227.52
2024,2,30140,34057,"Albuquerque, NM","Portland, OR",1111,272,245.62
2024,2,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",218,293,187.89
2024,2,30158,31454,"Atlantic City, NJ","Orlando, FL",852,574,92.4
2024,2,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",998,302,96.6
2024,2,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",602,486,204.2
2024,2,30189,30466,"Colorado Springs, CO","Phoenix, AZ",551,422,173.27
2024,2,30140,30559,"Albuquerque, NM","Seattle, WA",1180,399,253.12
2024,1,34100,34685,"Philadelphia, PA","Savannah, GA",629,198,282.75
2024,1,34100,34986,"Philadelphia, PA","Sarasota/Bradenton, FL",957,340,196.75
2024,1,34262,30559,"Palm Springs, CA","Seattle, WA",987,1042,230.36
2024,1,34262,32457,"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",421,1015,215.3
2024,1,34262,33192,"Palm Springs, CA","Sacramento, CA",439,269,186.14
2024,1,34262,34057,"Palm Springs, CA","Portland, OR",873,536,242.44
2024,1,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",493,343,220.6
2024,1,34100,30559,"Philadelphia, PA","Seattle, WA",2378,400,318.05
2024,1,34492,30559,"Raleigh/Durham, NC","Seattle, WA",2354,399,293.84
2024,1,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",255,966,193.67
2024,1,34492,31123,"Raleigh/Durham, NC","St. Louis, MO",667,220,243.85
2024,1,34492,32457,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",2400,644,340.11
2024,1,34492,33195,"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",587,706,176.53
2024,1,34492,33570,"Raleigh/Durham, NC","San Diego, CA",2193,276,350.43
2024,1,34492,34614,"Raleigh/Durham, NC","Salt Lake City, UT",1823,306,375.03
2024,1,34100,34614,"Philadelphia, PA","Salt Lake City, UT",1927,392,410.94
2024,1,34570,30559,"Reno, NV","Seattle, WA",564,336,211.3
2024,1,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",192,379,199.64
2024,1,34570,33570,"Reno, NV","San Diego, CA",488,378,229.23
2024,1,34576,30852,"Rochester, NY","Washington, DC (Metropolitan Area)",296,208,202.6
2024,1,34576,33195,"Rochester, NY","Tampa, FL (Metropolitan Area)",1079,235,227.15
2024,1,34614,30559,"Salt Lake City, UT","Seattle, WA",689,1036,224.69
2024,1,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",1865,1203,395.32
2024,1,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",751,274,193.45
2024,1,34614,31884,"Salt Lake City, UT","Spokane, WA",546,201,266.41
2024,1,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",599,1926,209.47
2024,1,34614,33195,"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",1888,457,343.86
2024,1,34614,33214,"Salt Lake City, UT","San Antonio, TX",1087,301,295.53
2024,1,34614,33570,"Salt Lake City, UT","San Diego, CA",626,1206,205.75
2024,1,34685,30852,"Savannah, GA","Washington, DC (Metropolitan Area)",549,532,217.26
2024,1,34986,30852,"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",880,864,211.41
2024,1,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",731,326,159.05
2024,1,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",447,5264,165.99
2024,1,33570,33195,"San Diego, CA","Tampa, FL (Metropolitan Area)",2087,481,248.22
2024,1,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",662,445,183.19
2024,1,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",722,296,164.38
2024,1,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",2330,268,331.96
2024,1,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",846,313,257.24
2024,1,33851,30466,"Oklahoma City, OK","Phoenix, AZ",833,341,262.8
2024,1,33495,33570,"New Orleans, LA","San Diego, CA",1599,307,288.34
2024,1,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",1180,344,252.45
2024,1,33851,31454,"Oklahoma City, OK","Orlando, FL",1069,286,253.57
2024,1,34004,30466,"Everett, WA","Phoenix, AZ",1133,423,217.37
2024,1,34004,32211,"Everett, WA","Las Vegas, NV",894,243,194.93
2024,1,34004,32575,"Everett, WA","Los Angeles, CA (Metropolitan Area)",1008,270,184.07
2024,1,34057,30436,"Portland, OR","Tucson, AZ",1119,237,242.66
2024,1,34057,30559,"Portland, OR","Seattle, WA",129,344,208.53
2024,1,33570,31884,"San Diego, CA","Spokane, WA",1027,292,221.56
2024,1,34057,31884,"Portland, OR","Spokane, WA",279,280,208.17
2024,1,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",569,2128,202.56
2024,1,34057,33192,"Portland, OR","Sacramento, CA",479,673,193.84
2024,1,34057,33195,"Portland, OR","Tampa, FL (Metropolitan Area)",2497,246,268.67
2024,1,34057,33570,"Portland, OR","San Diego, CA",933,924,224.73
2024,1,34057,34614,"Portland, OR","Salt Lake City, UT",630,549,233.48
2024,1,34100,30466,"Philadelphia, PA","Phoenix, AZ",2075,910,383.11
2024,1,33851,30559,"Oklahoma City, OK","Seattle, WA",1519,215,230.25
2024,1,34100,31123,"Philadelphia, PA","St. Louis, MO",814,312,250.48
2024,1,34100,32457,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,935,349.63
2024,1,34100,33195,"Philadelphia, PA","Tampa, FL (Metropolitan Area)",920,1773,209.0
2024,1,34100,33214,"Philadelphia, PA","San Antonio, TX",1496,211,296.85
2024,1,34100,33570,"Philadelphia, PA","San Diego, CA",2370,588,368.1
2024,1,34100,34027,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",951,1015,251.55
2024,1,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",337,534,221.79
2024,1,34057,30852,"Portland, OR","Washington, DC (Metropolitan Area)",2358,512,360.41
2024,1,33316,30466,"Omaha, NE","Phoenix, AZ",1037,833,230.48
2024,1,33316,30852,"Omaha, NE","Washington, DC (Metropolitan Area)",1025,306,258.71
2024,1,33316,31454,"Omaha, NE","Orlando, FL",1211,551,232.88
2024,1,33316,33195,"Omaha, NE","Tampa, FL (Metropolitan Area)",1190,228,219.4
2024,1,33342,30466,"Milwaukee, WI","Phoenix, AZ",1460,933,247.46
2024,1,33342,30693,"Milwaukee, WI","Nashville, TN",475,209,187.57
2024,1,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",641,464,197.07
2024,1,33214,31123,"San Antonio, TX","St. Louis, MO",786,239,255.51
2024,1,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",777,698,183.62
2024,1,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",1075,472,246.73
2024,1,33485,30466,"Madison, WI","Phoenix, AZ",1396,295,271.24
2024,1,33485,31454,"Madison, WI","Orlando, FL",1109,292,200.97
2024,1,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",819,254,277.79
2024,1,33495,30198,"New Orleans, LA","Pittsburgh, PA",918,225,203.69
2024,1,33495,30466,"New Orleans, LA","Phoenix, AZ",1300,453,291.41
2024,1,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",859,344,250.89
2024,1,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",998,1560,228.37
2024,1,33495,31123,"New Orleans, LA","St. Louis, MO",604,281,235.29
2024,1,33495,31454,"New Orleans, LA","Orlando, FL",551,954,175.28
2024,1,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",1218,2292,223.61
2024,1,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",1911,732,288.95
2024,1,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",488,548,167.75
2024,1,33495,33214,"New Orleans, LA","San Antonio, TX",494,242,207.53
2024,1,33342,31454,"Milwaukee, WI","Orlando, FL",1066,1423,189.22
2024,1,33495,34100,"New Orleans, LA","Philadelphia, PA",1089,534,263.18
2024,1,33495,34492,"New Orleans, LA","Raleigh/Durham, NC",779,374,192.34
2024,1,33495,34614,"New Orleans, LA","Salt Lake City, UT",1428,299,312.64
2024,1,33570,30436,"San Diego, CA","Tucson, AZ",368,198,208.98
2024,1,33570,30559,"San Diego, CA","Seattle, WA",1050,2047,187.88
2024,1,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",2295,1763,318.14
2024,1,33570,31123,"San Diego, CA","St. Louis, MO",1557,306,298.91
2024,1,33495,30559,"New Orleans, LA","Seattle, WA",2086,459,276.63
2024,1,33192,33570,"Sacramento, CA","San Diego, CA",480,2059,149.51
2024,1,33192,34614,"Sacramento, CA","Salt Lake City, UT",532,402,234.36
2024,1,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",842,2697,212.83
2024,1,33195,35356,"Tampa, FL (Metropolitan Area)","Trenton, NJ",955,247,100.14
2024,1,33198,30466,"Kansas City, MO","Phoenix, AZ",1044,1044,240.08
2024,1,33198,30559,"Kansas City, MO","Seattle, WA",1489,339,241.04
2024,1,33198,30693,"Kansas City, MO","Nashville, TN",491,319,223.99
2024,1,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",948,995,204.39
2024,1,33198,31454,"Kansas City, MO","Orlando, FL",1072,1046,221.03
2024,1,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",393,312,232.04
2024,1,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",1148,961,188.42
2024,1,33198,32211,"Kansas City, MO","Las Vegas, NV",1139,859,258.22
2024,1,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",1499,358,315.55
2024,1,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",1251,648,279.39
2024,1,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",1363,996,234.86
2024,1,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",2395,431,327.09
2024,1,33198,33214,"Kansas City, MO","San Antonio, TX",706,218,220.85
2024,1,33198,33495,"Kansas City, MO","New Orleans, LA",689,235,239.84
2024,1,33198,33570,"Kansas City, MO","San Diego, CA",1334,360,259.16
2024,1,33198,34100,"Kansas City, MO","Philadelphia, PA",1038,221,311.64
2024,1,33198,34614,"Kansas City, MO","Salt Lake City, UT",920,270,290.28
2024,1,33214,30559,"San Antonio, TX","Seattle, WA",1774,470,227.66
2024,1,33214,30852,"San Antonio, TX","Washington, DC (Metropolitan Area)",1407,1019,273.92
2024,1,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",967,760,239.55
2024,1,33214,32457,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",1482,433,253.37
2024,1,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",972,345,213.64
2024,1,33214,33570,"San Antonio, TX","San Diego, CA",1129,344,267.89
2024,1,33244,30466,"Memphis, TN","Phoenix, AZ",1264,236,305.59
2024,1,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",787,453,255.22
2024,1,33244,31454,"Memphis, TN","Orlando, FL",684,589,190.61
2024,1,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",1002,517,253.07
2024,1,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",1048,450,237.91
2024,1,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",2305,284,337.09
2024,1,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",415,1235,157.34
2024,1,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",590,3918,206.57
2024,1,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,301,269.97
2024,1,32898,31454,"Latrobe, PA","Orlando, FL",823,216,86.47
2024,1,33044,30466,"Louisville, KY","Phoenix, AZ",1506,208,311.84
2024,1,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",495,507,191.27
2024,1,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",1670,1395,268.52
2024,1,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",699,521,205.7
2024,1,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",910,488,199.79
2024,1,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",729,355,185.63
2024,1,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",812,555,239.99
2024,1,33105,30325,"Cincinnati, OH","Denver, CO",1069,535,176.0
2024,1,33105,30466,"Cincinnati, OH","Phoenix, AZ",1569,543,256.1
2024,1,33105,30559,"Cincinnati, OH","Seattle, WA",1965,237,271.23
2024,1,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2239,733,377.01
2024,1,33105,31453,"Cincinnati, OH","Houston, TX",886,368,244.76
2024,1,33105,31454,"Cincinnati, OH","Orlando, FL",757,1071,163.93
2024,1,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",596,217,320.64
2024,1,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",626,1022,212.08
2024,1,33105,31714,"Cincinnati, OH","Fort Myers, FL",879,530,189.79
2024,1,33105,32211,"Cincinnati, OH","Las Vegas, NV",1678,627,217.96
2024,1,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2036,272,275.23
2024,1,33044,31454,"Louisville, KY","Orlando, FL",719,604,177.81
2024,1,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,460,337.22
2024,1,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",776,760,147.8
2024,1,33105,34082,"Cincinnati, OH","Punta Gorda, FL",850,203,108.02
2024,1,33105,34100,"Cincinnati, OH","Philadelphia, PA",507,197,308.12
2024,1,33105,34614,"Cincinnati, OH","Salt Lake City, UT",1450,225,370.07
2024,1,33105,34986,"Cincinnati, OH","Sarasota/Bradenton, FL",812,200,160.61
2024,1,33192,30559,"Sacramento, CA","Seattle, WA",605,1066,174.2
2024,1,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",430,610,186.25
2024,1,32467,35096,"Miami, FL (Metropolitan Area)","Syracuse, NY",1217,354,212.38
2024,1,32467,35249,"Miami, FL (Metropolitan Area)","Tallahassee, FL",402,483,171.79
2024,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",2136,588,244.6
2024,1,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",453,722,197.36
2024,1,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",370,5411,182.22
2024,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",978,6135,194.69
2024,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",1797,1751,269.36
2024,1,32467,33728,"Miami, FL (Metropolitan Area)","Pensacola, FL",530,238,224.35
2024,1,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",1592,861,277.83
2024,1,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,3004,282.68
2024,1,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1544,316.22
2024,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,11419,406.61
2024,1,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",962,639,251.44
2024,1,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,15186,165.75
2024,1,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2343,4603,310.14
2024,1,32467,34685,"Miami, FL (Metropolitan Area)","Savannah, GA",440,197,226.85
2024,1,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",404,4540,181.33
2024,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2158,1214,299.38
2024,1,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",1211,1086,220.98
2024,1,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",1619,461,241.1
2024,1,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",659,221,187.99
2024,1,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",1330,404,257.79
2024,1,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",1756,310,293.7
2024,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2329,4449,312.05
2024,1,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",2371,288,335.34
2024,1,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",1187,390,314.92
2024,1,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2330,351,387.33
2024,1,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",859,3166,207.58
2024,1,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,1572,355.34
2024,1,32575,34314,"Los Angeles, CA (Metropolitan Area)","Provo, UT",569,533,87.63
2024,1,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",433,476,162.08
2024,1,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",1843,276,318.72
2024,1,32457,31123,"San Francisco, CA (Metropolitan Area)","St. Louis, MO",1735,386,285.78
2024,1,32457,31884,"San Francisco, CA (Metropolitan Area)","Spokane, WA",742,368,211.0
2024,1,32457,33195,"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2393,644,340.13
2024,1,32457,34689,"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",263,301,197.09
2024,1,32467,30198,"Miami, FL (Metropolitan Area)","Pittsburgh, PA",1013,1117,198.88
2024,1,32467,30466,"Miami, FL (Metropolitan Area)","Phoenix, AZ",1972,1412,320.44
